"LEGAL_NAME","ACCOUNT_TYPE_CODE","ACCOUNT_TYPE","PHYSICAL_ADDRESS_STATE","Physical_Address_ZIP_Code1"
"WAYNE PUGH","1520","Service/Rental/Etc","LA","70808"
"DELORES  MONTAQUE","1520","Service/Rental/Etc","LA","70807"
"JAMES DUNN","1520","Service/Rental/Etc","LA","70802"
"DANNY BROUILLETTE","2710","Contractor","LA","70816"
"CYNDY HUGHES","1520","Service/Rental/Etc","LA","70815"
"JOE LACKIE","1610","Wholesale Dealer","LA","70808"
"R A  MIKA","2710","Contractor","LA","70806"
"THOMAS S  COONEY JR","1820","Commissioned Services","LA","70806"
"GREG EATON","1520","Service/Rental/Etc","LA","70801"
"KEVAN M CULLIN","2710","Contractor","LA","70808"
"JANICE KLING","1525","Retail Dealer","LA","70817"
"MORRIS GAINES","2710","Contractor","LA","70806"
"ALLEN JAMES","1520","Service/Rental/Etc","LA","70816"
"DAVIS  PETER","1520","Service/Rental/Etc","LA","70806"
"WEBSTER SAFE & LOCK CO INC","2710","Contractor","LA","70815"
"LANCORP INC OF BATON ROUGE INC","2710","Contractor","LA","70816"
"MIKE ANDERSON","1610","Wholesale Dealer","LA","70820"
"LOUISE MANOGIN","2090","Professional","LA","70807"
"VARNADO PLUMBING CONTRACTOR","2710","Contractor","LA","70726"
"KCP INC","2710","Contractor","LA","70814"
"DIAMOND ADVERTISING AGENCY INC","1520","Service/Rental/Etc","LA","70816"
"ROBERT BERTRAND & R PREVOST","1520","Service/Rental/Etc","LA","70810"
"AMERICAN KEY & LOCK INC","1525","Retail Dealer","LA","70816"
"AAA COOPER TRANSPORTATION INC","1520","Service/Rental/Etc","LA","70815"
"CAPITAL PROTECTION SERVICES INC","1520","Service/Rental/Etc","LA","70815"
"ANN C WILSON","1520","Service/Rental/Etc","LA","70815"
"BRUCE CHILDERS","1520","Service/Rental/Etc","LA","70802"
"EDWIN SMITH & ACCOCIATES LLC","2090","Professional","LA","70816"
"HUEY DUFRENE","2090","Professional","LA","70815"
"WILLIS V REED JR","2710","Contractor","LA","70805"
"ERNEST MENCER & JEFF LITTLETON","2090","Professional","LA","70807"
"FRED L TUTON","2090","Professional","LA","70810"
"BRUCE LOVELACE III","2090","Professional","LA","70809"
"JAMES LANASA JR","2090","Professional","LA","70808"
"ROY HEBERT","2090","Professional","LA","70806"
"KERNAN AND LAMBERT CPA","2090","Professional","LA","70809"
"EDWIN R WOODMAN JR","2090","Professional","LA","70808"
"LARRY JOHNSON CPA APC","2090","Professional","LA","70810"
"WARREN J LOCKE","2090","Professional","LA","70806"
"RICHARD E MITCHEN LLC","2090","Professional","LA","70817"
"C F PICOU","2090","Professional","LA","70816"
"CRAIG A VITRANO","2090","Professional","LA","70808"
"MARC L ZIMMERMANN","2090","Professional","LA","70810"
"SHAISTA  FARUQUI","2090","Professional","LA","70808"
"GLENN M KIDDER","2090","Professional","LA","70816"
"JERRY CAMPBELL","2090","Professional","LA","70802"
"JOHN LEGLEU","2090","Professional","LA","70816"
"LOUIS O JEANSONNE III","2090","Professional","LA","70806"
"CHRISTOPHER WERNER","2090","Professional","LA","70806"
"DAVID WARE","2090","Professional","LA","70809"
"KATHY M ABBOTT DDS","2090","Professional","LA","70810"
"S DAVID HOLLADAY","2090","Professional","LA","70808"
"JOHN G BARRILLEAUX","2090","Professional","LA","70815"
"JAMES F PIERSON JR","2090","Professional","LA","70827"
"SYLVIA  ROBERTS","2090","Professional","LA","70802"
"SHEP PLATT AND DUSTIN KIDDER","2090","Professional","LA","70808"
"MAYERS & ASSOC INC","2090","Professional","LA","70816"
"WILLIAM COOPER JR","2090","Professional","LA","70809"
"KEVIN HARRIS","2090","Professional","LA","70806"
"DAVID ELLISON JR","2090","Professional","LA","70802"
"JERROLD A BLACK","2090","Professional","LA","70816"
"RICHARD WAMPOLD","2090","Professional","LA","70806"
"DAVID E JOHNSTON","2090","Professional","LA","70806"
"GEORGE HARRISON","2090","Professional","LA","70806"
"FERRIS ENGINEERING &SURVEY LLC","2090","Professional","LA","70816"
"SARAH B D'AUTREMONT","2090","Professional","LA","70806"
"JOHN M TAYLOR","2090","Professional","LA","70806"
"RITA R SENTILLES","2090","Professional","LA","70810"
"THOMPSON LANIUS","2090","Professional","LA","70810"
"GLEN ESTES","2090","Professional","LA","70808"
"CHARLES MCMANUS","2090","Professional","LA","70807"
"SAMUEL R  LEVATINO","2090","Professional","LA","70809"
"DAVID SHOPTAUGH","2090","Professional","LA","70806"
"PURNELL CONSTRUCTION CO INC","2710","Contractor","LA","70802"
"ANTHONY J RUSSO","2090","Professional","LA","70808"
"JAMES KIDD III","2090","Professional","LA","70808"
"DENNIS G CUENDET","2090","Professional","LA","70809"
"ISAAC E APPLETON","2090","Professional","LA","70809"
"MICHAEL MAGINNIS","2090","Professional","LA","70809"
"SNYDER W F & ASSOCIATES INC","2090","Professional","LA","70806"
"GEORGE BAYHI","2090","Professional","LA","70802"
"JOHN A BRUN PHD","2090","Professional","LA","70808"
"KENNETH DAIGREPONT CPA","2090","Professional","LA","70806"
"VEAZEY & ASSOC","2090","Professional","LA","70808"
"C FARRELL FRUGE DDS","2090","Professional","LA","70816"
"ELECTRICAL DESIGN INC","2090","Professional","LA","70810"
"RELIABLE TAX SERVICE","2090","Professional","LA","70815"
"RADIOLOGY ASSOCIATES","2090","Professional","LA","70809"
"JIM PENEGUY","2090","Professional","LA","70817"
"DALE MAAS (APLC)","2090","Professional","LA","70816"
"RAMON A AIZPURUA","2090","Professional","LA","70806"
"FORTE & TABLADA INC","2090","Professional","LA","70809"
"MICHELE FOURNET","2090","Professional","LA","70806"
"MARTIN BONACORSO","2090","Professional","LA","70806"
"HEBERT AND SPENCER","2090","Professional","LA","70802"
"JOHN DIGIULIO","2090","Professional","LA","70802"
"DANIEL J PRITCHARD CPA","2090","Professional","LA","70809"
"CONVENTION STREET NURSING CTR","1523","Nursing Home","LA","70806"
"BROADMOOR BARBER SHOP","1520","Service/Rental/Etc","LA","70815"
"SCHOEN & COMPANY CPAS","2090","Professional","LA","70816"
"STEVEN H  BROOKSHER","2090","Professional","LA","70806"
"WILLIAM  DOWNING","2090","Professional","LA","70816"
"T R RAY CONSULTING ENGINEERS","2090","Professional","LA","70817"
"CHRISTINE TURIN","2090","Professional","LA","70806"
"SOUTHLAND SCHOOL OF TAXIDERMY","1520","Service/Rental/Etc","LA","70805"
"MIKE GAUDET","2090","Professional","LA","70806"
"CHARLES KAUFMAN","2090","Professional","LA","70809"
"J R WHITEHEAD","2090","Professional","LA","70806"
"GARY BLACK","2090","Professional","LA","70806"
"EDUCATIONAL SERVICES INC","1520","Service/Rental/Etc","LA","70816"
"STEVEN COLLINS","2090","Professional","LA","70816"
"PREIS AND CRAWFORD","2090","Professional","LA","70802"
"THOMAS C FAIN","2090","Professional","LA","70810"
"JOSEPH G DELATTE JR","2090","Professional","LA","70808"
"H GUY RICHE JR","2090","Professional","LA","70802"
"THE HISE CO","2090","Professional","LA","70808"
"PETE ADAMS","2090","Professional","LA","70802"
"H THURMAN","2090","Professional","LA","70807"
"DAVID A WINKLER","2090","Professional","LA","70806"
"FRED BLANCHE III","2090","Professional","LA","70806"
"JEFF D ELLARD DDS APDC","2090","Professional","LA","70806"
"JOSEPH ROUMAIN","2090","Professional","LA","70806"
"JEFFREY KADAIR","2090","Professional","LA","70806"
"KIZER  HOOD & MORGAN","2090","Professional","LA","70808"
"GERALD E STACK","2090","Professional","LA","70817"
"ROY HENDRICK ARCHITECT","2090","Professional","LA","70816"
"JOHN CAPDEVIELLE","2090","Professional","LA","70810"
"PAE INC","2090","Professional","LA","70808"
"WALLACE  VAN NORTWICK","2090","Professional","LA","70806"
"WYNONA E PETERS","1520","Service/Rental/Etc","LA","70809"
"JOHN STOVALL JR","2090","Professional","LA","70806"
"JOHN PICKERING","2090","Professional","LA","70808"
"FRANK L LETEFF","2090","Professional","LA","70827"
"OWEN & WHITE INC","2090","Professional","LA","70806"
"CELIA CANGELOSI","2090","Professional","LA","70808"
"K R KENNEDY","2090","Professional","LA","70806"
"ROBERT B MCNABB","2090","Professional","LA","70806"
"KELLY A BLACK","2090","Professional","LA","70809"
"FRED G BENTON","2090","Professional","LA","70801"
"LUTHERS TWIN CEDAR BARBER SHOP","1520","Service/Rental/Etc","LA","70809"
"CORDELL H HAYMON","2090","Professional","LA","70808"
"CHEMICAL ENGINEERING ASSOCIATION  INC","2090","Professional","LA","70815"
"MARVIN L LYONS","1520","Service/Rental/Etc","LA","70806"
"""APPLE GURIN CO, LLC""","2090","Professional","LA","70808"
"JOSEPH G NASCA","2090","Professional","LA","70808"
"ROBERT CARTER","2090","Professional","LA","70806"
"FRANK ARD INVESTMENTS INC","2090","Professional","LA","70814"
"BODMAN WEBB NOLAND & GUIDROZ","2090","Professional","LA","70806"
"ASSOCIATED REPORTERS INC","2090","Professional","LA","70808"
"M GILES FORT M D","2090","Professional","LA","70817"
"KATHRYN C BREWERTON","2090","Professional","LA","70809"
"WILLIAM G PEEK","2090","Professional","LA","70816"
"NORBERT F SCHNEXNAYDER JR","1520","Service/Rental/Etc","LA","70808"
"MERRITT MCDONALD","2710","Contractor","LA","70810"
"DON MILLER & ASSOCIATES INC","2710","Contractor","LA","70814"
"MODERN BEAUTY SALON","1520","Service/Rental/Etc","LA","70806"
"WATSON BLANCH WILSON POSNER","2090","Professional","LA","70802"
"JAMES M WORK","1520","Service/Rental/Etc","LA","70815"
"GREEN SQUARE ASSOCIATE INC","1520","Service/Rental/Etc","LA","70816"
"JACOBS MAINTENANCE INC","2710","Contractor","LA","70809"
"BOB WAGGENER","2090","Professional","LA","70816"
"JOSEPH P MARTINEZ","2090","Professional","LA","70815"
"MARKS & LEAR","2090","Professional","LA","70802"
"KANTROW SPAHT WEAVER & BLITZER","2090","Professional","LA","70802"
"V PATRICK BELLA III","2090","Professional","LA","70816"
"JANET L PARKER & ASSOC","1520","Service/Rental/Etc","LA","70805"
"MAYEUX PLUMBING COMPANY INC","2710","Contractor","LA","70814"
"JAMES DOUGLAS","2090","Professional","LA","70808"
"BRYDELS & BRYDELS","2090","Professional","LA","70809"
"PROFESSIONAL DENTAL ASSOC  LLC","2090","Professional","LA","70806"
"JONES WALKER LLP","2090","Professional","LA","70809"
"MELVIAS BEAUTY SHOP","1520","Service/Rental/Etc","LA","70812"
"BETTY ARMSTRONG LCSW","2090","Professional","LA","70809"
"EVAN B PYLE","2710","Contractor","LA","70815"
"HUMAN RESOURCE MANANGEMENT ASSOCIATES","1520","Service/Rental/Etc","LA","70810"
"JAMES B SMITH II","2090","Professional","LA","70806"
"J SYDNEY DANN","2090","Professional","LA","70806"
"WEBBS BARBER SHOP","1520","Service/Rental/Etc","LA","70802"
"AVANT & FALCON","2090","Professional","LA","70802"
"SALTAMACHIA & BAKER","2090","Professional","LA","70806"
"SCOTT O & KELLEY MARY LOU","2090","Professional","LA","70809"
"CRAIG ALBERTY","2090","Professional","LA","70814"
"LAYNE ROYER","2090","Professional","LA","70808"
"THE KIDS CONNECTION","1520","Service/Rental/Etc","LA","70810"
"CHARLES WALKER","2090","Professional","LA","70808"
"DARRYL DUCOTE","2090","Professional","LA","70808"
"DAVID E STANLEY","2090","Professional","LA","70805"
"DONALD J LABAUVE CPA","2090","Professional","LA","70815"
"HOWARD P ELLIOTT","2090","Professional","LA","70806"
"SAMUEL  IRWIN","2090","Professional","LA","70808"
"PATHOLOGY ASSOC OF SOUTHERN LA","2090","Professional","LA","70806"
"VINCENT  RUSSO","2090","Professional","LA","70808"
"ELIZABETH GRIFFITH","2090","Professional","LA","70808"
"BATON ROUGE SCHOOL OF COMPUTER","1520","Service/Rental/Etc","LA","70809"
"WILSON HUEY INTERESTS","1520","Service/Rental/Etc","LA","70816"
"C J DOUCETTE","1822","Real Estate Broker","LA","70807"
"HYDE & SCHOEN","2090","Professional","LA","70810"
"PETERS FINANCIAL SERVICES","1520","Service/Rental/Etc","LA","70808"
"PROFESSIONAL REHABILIATION SERVICE","1520","Service/Rental/Etc","LA","70808"
"MIKE GLOVER CPA","2090","Professional","LA","70809"
"LARRY GOOCH","2090","Professional","LA","70808"
"PRO DATE BUSINESS SERVICES","2090","Professional","LA","70816"
"THE WOMENS CLINIC OF BATON ROUGE","2090","Professional","LA","70821"
"BROCK ENGINEERING INC","1520","Service/Rental/Etc","LA","70809"
"ALAN TAYLOR","2090","Professional","LA","70809"
"EARL J ROME JR","2090","Professional","LA","70809"
"JAMES R COXE III","2090","Professional","LA","70815"
"SAMS CALIFORNIA CONCEPT HAIR","1520","Service/Rental/Etc","LA","70815"
"PEPITONE & TROSCLAIR","2090","Professional","LA","70810"
"COX-WALKER & ASSOCIATES INC","2090","Professional","LA","70809"
"DIAS ACCOUNTING & INCOME TAX","2090","Professional","LA","70816"
"SHERMAN & BALHOFF A PROFESSIONAL DENTAL CORP","2090","Professional","LA","70810"
"ROD EMMER & ASSOC","1520","Service/Rental/Etc","LA","70806"
"DEIDRA LANDRY","1520","Service/Rental/Etc","LA","70802"
"LOUIS J MORALES","2090","Professional","LA","70806"
"MICHAEL CASCIO JR","2090","Professional","LA","70810"
"BOLES BOLES & RYAN","2090","Professional","LA","70809"
"GUY C KOONTZ","2090","Professional","LA","70816"
"ABMB ENGINEERS INC","2090","Professional","LA","70801"
"HERRING FAMILY PROPERTIES LLC","1710","Finance Lending","LA","70806"
"RANDALL G WELLS","2090","Professional","LA","70806"
"CRANCH HARDY AND ASSOC INC","1520","Service/Rental/Etc","LA","70809"
"PITTS MANAGEMENT ASSOC INC","1520","Service/Rental/Etc","LA","70806"
"KIDS COUNT","1520","Service/Rental/Etc","LA","70806"
"T C DANCE CLUB INTERNATIONAL","1520","Service/Rental/Etc","LA","70806"
"WILL GAUTHIER","1822","Real Estate Broker","LA","70808"
"DAVIS ELECTRICAL CONSTRUCTORS","2710","Contractor","LA","70808"
"FRED DENT JR","1520","Service/Rental/Etc","LA","70802"
"SCOTT GEGENHEIMER","2090","Professional","LA","70802"
"AVAILABLE CREDIT SERVICE OF BR","1710","Finance Lending","LA","70805"
"PHIL A  ST AMANT","2090","Professional","LA","70806"
"EUGENE F SANCHEZ","2090","Professional","LA","70809"
"MARK HOLDEN","2090","Professional","LA","70816"
"B & W OF BATON ROUGE INC","1520","Service/Rental/Etc","LA","70737"
"JACK LOUPE","2090","Professional","LA","70809"
"ALLEN  T BLACK","2090","Professional","LA","70806"
"ROBERT E FELDMAN MD","2090","Professional","LA","70805"
"SHOBE & ASSOC INC","1520","Service/Rental/Etc","LA","70810"
"ROEDEL PARSONS FORRESTER HILL","2090","Professional","LA","70809"
"LEE & WALSH","2090","Professional","LA","70802"
"MICHAEL VINCENT","2090","Professional","LA","70817"
"MARCIA COX","2090","Professional","LA","70808"
"IRBY  DUPONT","2090","Professional","LA","70806"
"CHARLES NAUL","2090","Professional","LA","70806"
"MICHAEL GRISSOM","2090","Professional","LA","70801"
"RICK MARTIN","2090","Professional","LA","70809"
"LOUISIANA ROYALTY SERVICE INC","1520","Service/Rental/Etc","LA","70809"
"CHARLES G BARNEY SR","1610","Wholesale Dealer","LA","70808"
"KAREN R SPEIER","2090","Professional","LA","70806"
"BRUCE KESTLER","2090","Professional","LA","70806"
"LOUISIANA PRESS ASSOCIATION INC","1520","Service/Rental/Etc","LA","70802"
"KEVIN HESTER","2090","Professional","LA","70816"
"REZA SHEYBANI","2090","Professional","LA","70806"
"JOHN F DAY","2090","Professional","LA","70809"
"MOUK CHIROPRACTIC SERVICES","2090","Professional","LA","70806"
"SHARON  MAY","2090","Professional","LA","70809"
"DAVID BOURLAND","2090","Professional","LA","70810"
"CHARLES WILLIAMSON","2090","Professional","LA","70806"
"QUIMBY AND QUIMBY","2090","Professional","LA","70816"
"ANN S PETRAS","2090","Professional","LA","70806"
"BATON ROUGE PRESS","2090","Professional","LA","70814"
"CHRISTINE ANGELLOZ","2090","Professional","LA","70808"
"BATON ROUGE DEVELOPMENT CENTER","2090","Professional","LA","70808"
"MAURICE G NASSAR","2090","Professional","LA","70808"
"ROBERT H SCHMOLKE","2090","Professional","LA","70809"
"WILLIAM  NESBIT","2090","Professional","LA","70806"
"RICHARD E THOMPSON","2090","Professional","LA","70808"
"JO ANN LEVERT","2090","Professional","LA","70816"
"LISA LIPSEY","2090","Professional","LA","70809"
"DEGRAVELLES & PALMINTIER","2090","Professional","LA","70801"
"MICHAEL SIMON","2090","Professional","LA","70808"
"RAYMOND & BROUSSARD APC","2090","Professional","LA","70816"
"LAND OF OZ LEARNING CENTER","1520","Service/Rental/Etc","LA","70816"
"SOVA FINANCIAL GROUP","1520","Service/Rental/Etc","LA","70809"
"MISTRIC C SURVEYORINC","2090","Professional","LA","70816"
"NEW LOOK BEAUTY SHOP","1520","Service/Rental/Etc","LA","70802"
"THOMAS  WALKER CPA","2090","Professional","LA","70815"
"WATTS DIDIER ARCHITECTS LLC","2090","Professional","LA","70806"
"RANDALL L LEMOINE","2090","Professional","LA","70806"
"MIKE JOHNSON & ASSOCIATES INC","2090","Professional","LA","70808"
"BRIAN BLACKWELL & JOHN DURNIN","2090","Professional","LA","70817"
"MILLIN ENTERPRISES INC","2090","Professional","LA","70816"
"VANESSAS HAIR CO","1520","Service/Rental/Etc","LA","70807"
"WALTER L SMITH III","2090","Professional","LA","70808"
"WILLIAM  HUGHES","2090","Professional","LA","70809"
"KELLY ASSISTED LIVING SERVICES","1520","Service/Rental/Etc","LA","70808"
"FOLEY & JUDELL","2090","Professional","LA","70801"
"JACK L MANNO","2710","Contractor","LA","70815"
"KYEONG CEONG","1525","Retail Dealer","LA","70816"
"JUSTICE AND HUANG ENGINEERS INC","2090","Professional","LA","70808"
"POYNTER MANNEAR & SPEER","2090","Professional","LA","70808"
"NEWMAN MATHIS BRADWAKEFD SPEDA","2090","Professional","LA","70806"
"KLEINPETER SCHWART STEVENS","2090","Professional","LA","70806"
"CARMACK BLACKMON","2090","Professional","LA","70802"
"D&W HEALTH SERVICE","1523","Nursing Home","LA","70806"
"PHIL T GRAHAM CPA","2090","Professional","LA","70806"
"STEPHEN  IRVING","2090","Professional","LA","70810"
"BATON ROUGE CHIROPRACTIC CLINIC","2090","Professional","LA","70806"
"ALFRED MANINT III","2090","Professional","LA","70810"
"LEO DAUBIN","2090","Professional","LA","70810"
"ALEXIS A ST AMANT","2090","Professional","LA","70806"
"THE LEGAL PICTURE INC","1520","Service/Rental/Etc","LA","70802"
"DOUGLAS DAVIDSON","2090","Professional","LA","70806"
"JOHNNY MCELWEE TRUCKING INC","1520","Service/Rental/Etc","LA","70770"
"WILLIAM L HALL","2090","Professional","LA","70806"
"JOHN NEALE DEGRAVELLES LAW LLC","2090","Professional","LA","70801"
"JESSE ARMENTOR","2090","Professional","LA","70816"
"FINANCIAL SERVICE CORP","1520","Service/Rental/Etc","LA","70816"
"RALPH BREWER","2090","Professional","LA","70802"
"DIGANOSTIC RADIOLOGY CONSULTANTS","2090","Professional","LA","70884"
"JULIE NELSON","2090","Professional","LA","70816"
"AUTHOR N SMITH","2090","Professional","LA","70808"
"JACK ROME JR","1520","Service/Rental/Etc","LA","70810"
"MORGAN KEEGAN CO","1820","Commissioned Services","LA","70802"
"ERWIN P SUTTON  SR","1520","Service/Rental/Etc","LA","70805"
"ABBEY ASSOCIATES LANDS ARCHTI","2090","Professional","LA","70810"
"THOMAS FRAZER & PEGGY PERSAC","2090","Professional","LA","70808"
"J D MESE","2090","Professional","LA","70806"
"STANLEY PETERS JR","2090","Professional","LA","70810"
"THOMAS HANSBROUGH","2090","Professional","LA","70810"
"DEROUEN & WELLS CPAS","2090","Professional","LA","70810"
"SAMERA L ABIDE","2090","Professional","LA","70810"
"RALPH W THERIOT","2090","Professional","LA","70809"
"JOSEPH DYER","2090","Professional","LA","70807"
"O CHRISTIAN HALL","2090","Professional","LA","70810"
"DORIS FALKENHEINER","2090","Professional","LA","70802"
"GREGORY EATON","2090","Professional","LA","70801"
"JAMES E HUNDEMER","1520","Service/Rental/Etc","LA","70821"
"ANGELA DEGRAVELLES","1520","Service/Rental/Etc","LA","70809"
"HANK & BROWN BARBER SHOP","1520","Service/Rental/Etc","LA","70812"
"MICHAEL J KADAIR DDS","2090","Professional","LA","70806"
"JULIAN THADDEUS WHITE","2090","Professional","LA","70806"
"BROOKS HESTER","2090","Professional","LA","70808"
"ADVANCED CONSULTING GROUP INC","1520","Service/Rental/Etc","LA","70806"
"FASHIONETTE BEAUTY SALON","1520","Service/Rental/Etc","LA","70806"
"MEG MILLER MSW","2090","Professional","LA","70808"
"PROFESSIONAL SERVICE INDUSTRIAL INC","2090","Professional","LA","70809"
"SALMON & ASSOC INC","2090","Professional","LA","70810"
"INSTITUTIONAL FINANCIAL MANGEMENT","1520","Service/Rental/Etc","LA","70802"
"KENNON ODOM & DARNENNE","2090","Professional","LA","70802"
"DAVID G FOURRIER MD","2090","Professional","LA","70808"
"L D LACOUR JR","2090","Professional","LA","70815"
"PHILLIP BURT","2090","Professional","LA","70815"
"THE GRAHAM GROUP","1520","Service/Rental/Etc","LA","70810"
"KERRY S  TILTON","1520","Service/Rental/Etc","LA","70806"
"EAKIN & COMPANY LTD","1520","Service/Rental/Etc","LA","70810"
"OCTAVIA STERLING  & E CHAMBERS","1520","Service/Rental/Etc","LA","70802"
"FRANK SIMONEAUX","1520","Service/Rental/Etc","LA","70801"
